category,handle,sub_category
Brands,GatoradeIndia,soft-drink
Brands,KSEnergyDrink,soft-drink
Brands,Parle_Agro,soft-drink
Brands,RoohAfzaIndia,soft-drink
Brands,sprite_india,soft-drink
Brands,bnaturaljuices,soft-drink
Brands,Fanta_India,soft-drink
Brands,CocaCola_India,soft-drink
Brands,7UpReviveInd,soft-drink
Brands,BisleriZone,water
Brands,DrinkBlueIndia,water
Brands,wildwaterindia,water
Brands,MahindraRise,conglomerate
Brands,rendezvousport,conglomerate
Brands,LeEcoIndia,conglomerate
Brands,AdityaBirlaGrp,conglomerate
Brands,BPCLimited,conglomerate
Brands,GEIndia,conglomerate
Brands,AdaniOnline,conglomerate
Brands,boschindia,conglomerate
Brands,amwayindia,conglomerate
Brands,RamcoSystems,conglomerate
Brands,GodrejGroup,conglomerate
Brands,PiramalGroup,conglomerate
Brands,TheWelspunGroup,conglomerate
Brands,FlosilIndia,conglomerate
Brands,vyascorporation,conglomerate
Brands,Flipkart,ecommerce
Brands,amazonIN,ecommerce
Brands,snapdeal,ecommerce
Brands,Paytm,ecommerce
Brands,myntra,ecommerce
Brands,bookmyshow,ecommerce
Brands,JabongIndia,ecommerce
Brands,ebayindia,ecommerce
Brands,hotstartweets,ecommerce
Brands,insiderdotin,ecommerce
Brands,foodpandaIndia,ecommerce
Brands,HomeShop18,ecommerce
Brands,Hungama_com,ecommerce
Brands,NetflixIndia,ecommerce
Brands,flipkartsupport,ecommerce
Brands,makemytrip,ecommerce
Brands,PrimeVideoIN,ecommerce
Brands,faasos,ecommerce
Brands,gadgetsnow,ecommerce
Brands,altbalaji,ecommerce
Brands,SonyLIV,ecommerce
Brands,satyuggold,ecommerce
Brands,goibibo,ecommerce
Brands,swiggy_in,ecommerce
Brands,Zigwheels,ecommerce
Brands,themobilestores,ecommerce
Brands,AmazonFashionIn,ecommerce
Brands,infibeam,ecommerce
Brands,WegoIndia,ecommerce
Brands,PaytmTickets,ecommerce
Brands,Housing,ecommerce
Brands,centralandme,ecommerce
Brands,bookmyshow_sup,ecommerce
Brands,MyNykaa,ecommerce
Brands,bigbasket_com,ecommerce
Brands,nearbuy,ecommerce
Brands,Amazon_Used,ecommerce
Brands,ZomatoIN,ecommerce
Brands,Viu_IN,ecommerce
Brands,Lenskart_com,ecommerce
Brands,Yebhi,ecommerce
Brands,makemytripcare,ecommerce
Brands,ShopCJStudios,ecommerce
Brands,Healthkart,ecommerce
Brands,ketto,ecommerce
Brands,BankBazaar,ecommerce
Brands,milaapdotorg,ecommerce
Brands,thefabbag,ecommerce
Brands,way2sms,ecommerce
Brands,Pepperfry,ecommerce
Brands,FashionandYou,ecommerce
Brands,RelianceSmartIN,ecommerce
Brands,mydala,ecommerce
Brands,Airbnb_in,ecommerce
Brands,shopatnaaptol,ecommerce
Brands,tripoto,ecommerce
Brands,RealRediffCom,ecommerce
Brands,bewakoof,ecommerce
Brands,desi_dime,ecommerce
Brands,YRFmerchandise,ecommerce
Brands,FabFurnish,ecommerce
Brands,limeroadcom,ecommerce
Brands,Sendmygifts,ecommerce
Brands,Giftcart,ecommerce
Brands,GrabOnIn,ecommerce
Brands,Yepmedotcom,ecommerce
Brands,IndiaMART,ecommerce
Brands,ixigo,ecommerce
Brands,craftsvilla,ecommerce
Brands,concepttravels,ecommerce
Brands,Zivame,ecommerce
Brands,GERGstore,ecommerce
Brands,letspurplle,ecommerce
Brands,coupondunia,ecommerce
Brands,WorldOfSterling,ecommerce
Brands,Ezonelectronics,ecommerce
Brands,kyazoonga,ecommerce
Brands,FutureBazaar,ecommerce
Brands,zovi,ecommerce
Brands,GoPaisaCom,ecommerce
Brands,BigflixOfficial,ecommerce
Brands,FabindiaNews,ecommerce
Brands,tixdo_,ecommerce
Brands,ExpediaIN,ecommerce
Brands,Malabartweets,ecommerce
Brands,firstcryindia,ecommerce
Brands,PosterGully,ecommerce
Brands,Wishberry_in,ecommerce
Brands,CaratLane,ecommerce
Brands,bajaao,ecommerce
Brands,tradusindia,ecommerce
Brands,LIVSportsIndia,ecommerce
Brands,daily_objects,ecommerce
Brands,Stuffcool,ecommerce
Brands,MajorBrandsIn,ecommerce
Brands,UtsavFashion,ecommerce
Brands,Hopscotchindia,ecommerce
Brands,_mydreamstore,ecommerce
Brands,handicraftsinin,ecommerce
Brands,Voonik,ecommerce
Brands,IndiaRushStyle,ecommerce
Brands,Hola_Chef,ecommerce
Brands,Travelkhana,ecommerce
Brands,Catapooolt,ecommerce
Brands,Adsnity,ecommerce
Brands,Sulekhadotcom,ecommerce
Brands,DiabetesIndStor,ecommerce
Brands,NetMeds,ecommerce
Brands,CardTiger,ecommerce
Brands,shopo,ecommerce
Brands,OmvedNatural,ecommerce
Brands,housejoyindia,ecommerce
Brands,TGhomestays,ecommerce
Brands,abof_in,ecommerce
Brands,BitGiving,ecommerce
Brands,indiacom_auto,ecommerce
Brands,olivetheoryIN,ecommerce
Brands,hotstar_helps,ecommerce
Brands,SangeethaMobile,ecommerce
Brands,TheHotStart,ecommerce
Brands,travelyaari,ecommerce
Brands,vista_rooms,ecommerce
Brands,GKBOpticals,ecommerce
Brands,ChefsBasket,ecommerce
Brands,Collectabillia,ecommerce
Brands,DigitalAgencie,ecommerce
Brands,21DiamondsIndia,ecommerce
Brands,KaaryahDotCom,ecommerce
Brands,imyellowfashion,ecommerce
Brands,TravelTours_In,ecommerce
Brands,hooq_in,ecommerce
Brands,FashionX_India,ecommerce
Brands,lookindiahotel,ecommerce
Brands,HealthGenie,ecommerce
Brands,Hi2Buy,ecommerce
Brands,start51live,ecommerce
Brands,giftdedo,ecommerce
Brands,examtravel,ecommerce
Brands,MirchiMart,ecommerce
Brands,IgniteIntent,ecommerce
Brands,planetsports_in,ecommerce
Brands,StoryXpress,ecommerce
Brands,NaaptolSupport,ecommerce
Brands,allschoolstuff,ecommerce
Brands,DiamondGifter,ecommerce
Brands,Fundmydream,ecommerce
Brands,ShopWelspun_in,ecommerce
Brands,ibuysmaart,ecommerce
Brands,EventMaxima,ecommerce
Brands,fedexofashion,ecommerce
Brands,JoMaange,ecommerce
Brands,dressprise,ecommerce
Brands,ArtVault_India1,ecommerce
Brands,folkfashions,ecommerce
Brands,FundDreamsIndia,ecommerce
Brands,Egencia_India__,ecommerce
Brands,JeweleryBliss,ecommerce
Brands,GreenkinsIndia,ecommerce
Brands,withlovenregard,ecommerce
Brands,Travelocity_,ecommerce
Brands,XemozKolkata,ecommerce
Brands,ezzybazaar,ecommerce
Brands,Dishabooks,ecommerce
Brands,woodenbazaar,ecommerce
Brands,SamsungMobileIN,electronics
Brands,OnePlus_IN,electronics
Brands,XiaomiIndia,electronics
Brands,oppomobileindia,electronics
Brands,motorolaindia,electronics
Brands,Samsung_IN,electronics
Brands,Vivo_India,electronics
Brands,Lenovo_in,electronics
Brands,sony_india,electronics
Brands,IntexBrand,electronics
Brands,HTC_IN,electronics
Brands,GioneeIndia,electronics
Brands,NikonIndia,electronics
Brands,LGIndia,electronics
Brands,SonyXperiaIndia,electronics
Brands,IntelIndia,electronics
Brands,GodrejAppliance,electronics
Brands,HiHonorIndia,electronics
Brands,ASUSIndia,electronics
Brands,KindleIndia,electronics
Brands,HPIndia,electronics
Brands,Dell_IN,electronics
Brands,LavaMobile,electronics
Brands,HuaweiIndia,electronics
Brands,YUplaygod,electronics
Brands,MyXOLO,electronics
Brands,Canon_India,electronics
Brands,BlackBerryIN,electronics
Brands,iBallIndia,electronics
Brands,IndiaHaier,electronics
Brands,KarbonnSmart,electronics
Brands,Lencare_In,electronics
Brands,LYF_In,electronics
Brands,HCLScribes,electronics
Brands,Acer_India,electronics
Brands,PanasonicIndia,electronics
Brands,DolbyIn,electronics
Brands,TecnoMobileInd,electronics
Brands,cisco_in,electronics
Brands,PhilipsSoundIN,electronics
Brands,CelkonMobile,electronics
Brands,CiscoDevNet,electronics
Brands,BBMobileIndia,electronics
Brands,PhilipsTVsIndia,electronics
Brands,Fujifilm_India,electronics
Brands,InFocus_IN,electronics
Brands,PanasonicInNews,electronics
Brands,philipsindia,electronics
Brands,OmronIndia,electronics
Brands,EurekaForbes,electronics
Brands,PhilipsLightIND,electronics
Brands,BajajElecBiz,electronics
Brands,BajajElectrical,electronics
Brands,XboxIND,electronics
Brands,PlayStationIN,electronics
Brands,AnchorPanasonic,electronics
Brands,QuantumHiTech,electronics
Brands,MWhiteline,electronics
Brands,Glen__India,electronics
Brands,OPPOCareIN,electronics
Brands,kenstarindia,electronics
Brands,PhilipsHomeIN,electronics
Brands,whirlpool_india,electronics
Brands,IndiaEpson,electronics
Brands,ZTEIndiaSocial,electronics
Brands,BoschHomeIn,electronics
Brands,Karbonnmobiles_,electronics
Brands,HarmanIndia,electronics
Brands,NokiaIndia,electronics
Brands,IFBAppliances,electronics
Brands,SiemensHome_In,electronics
Brands,Yale_Digital,electronics
Brands,BenQIndia,electronics
Brands,LGIndiaConnect,electronics
Brands,CarrierMideaInd,electronics
Brands,Elica_India,electronics
Brands,mmxcanvas,electronics
Brands,WD_IN,electronics
Brands,VGuardOfficial,electronics
Brands,wahlIndia,electronics
Brands,ASUS_India,electronics
Brands,digiproces,electronics
Brands,NetrackPvtLtd,electronics
Brands,CiscoMarktplace,electronics
Brands,PhilipsPCInd,electronics
Brands,gotoky_gt,electronics
Brands,ToshibaLaptopIN,electronics
Brands,AIROSHINE,electronics
Brands,MieleIndia,electronics
Brands,ImpexHome,electronics
Brands,HUL_News,fmcg-corporate
Brands,NestleIndia,fmcg-corporate
Brands,DaburIndia,fmcg-corporate
Brands,ThankYouMomIn,fmcg-corporate
Brands,shshindia,fmcg-corporate
Brands,Amul_Coop,fmcg-food
Brands,MaggiIndia,fmcg-food
Brands,DairyMilkIn,fmcg-food
Brands,Lays_India,fmcg-food
Brands,cadburysilk,fmcg-food
Brands,KurkureSnacks,fmcg-food
Brands,SunprideID,fmcg-food
Brands,officialparleg,fmcg-food
Brands,Cadbury5Star,fmcg-food
Brands,IndiaMentos,fmcg-food
Brands,BikanervalaIN,fmcg-food
Brands,McVitiesIndia,fmcg-food
Brands,MotherDairyMilk,fmcg-food
Brands,GoodDayCookies,fmcg-food
Brands,MagnumIND,fmcg-food
Brands,PureMagicDeuce,fmcg-food
Brands,CadCelebrations,fmcg-food
Brands,Schmitten_Choc,fmcg-food
Brands,CenterfreshIn,fmcg-food
Brands,NagpurHaldirams,fmcg-food
Brands,KitKatIndia,fmcg-food
Brands,BingoSnacks,fmcg-food
Brands,HavmorIceCreams,fmcg-food
Brands,PypProducts,fmcg-food
Brands,IbacoICEcreams,fmcg-food
Brands,veeba_in,fmcg-food
Brands,Hoppits_Choc,fmcg-food
Brands,KelloggsIndia,fmcg-food
Brands,OreoIndia,fmcg-food
Brands,Gitsfood,fmcg-food
Brands,Nutralite,fmcg-food
Brands,KissanIndia,fmcg-food
Brands,besoulflower,fmcg-food
Brands,McCainFoodsInd,fmcg-food
Brands,BournvilleIN,fmcg-food
Brands,GoCheeseIN,fmcg-food
Brands,UnibicCookies,fmcg-food
Brands,FortuneFoods,fmcg-food
Brands,HoPo_In,fmcg-food
Brands,Chingssecret,fmcg-food
Brands,NestleMunch,fmcg-food
Brands,NutriMoo,fmcg-food
Brands,QuakerIndia,fmcg-food
Brands,HorlicksOats,fmcg-food
Brands,Bagrrys,fmcg-food
Brands,LondonDairy_IN,fmcg-food
Brands,MTRFoodsIN,fmcg-food
Brands,SugarFreeIndia,fmcg-food
Brands,icecreamvadilal,fmcg-food
Brands,HamiltonBeachIN,fmcg-food
Brands,CREAMnFUDGE_IN,fmcg-food
Brands,CornettoIndia,fmcg-food
Brands,GowardhanBrand,fmcg-food
Brands,HaagenDazsIndia,fmcg-food
Brands,PicoIndia,fmcg-food
Brands,CaWalnutsIndia,fmcg-food
Brands,OleevOil,fmcg-food
Brands,WApplesindia,fmcg-food
Brands,On1yfoods,fmcg-food
Brands,DelMonte_In,fmcg-food
Brands,kitchensofindia,fmcg-food
Brands,BertolliIndia,fmcg-food
Brands,missisippy,fmcg-food
Brands,KnorrIndia,fmcg-food
Brands,LeonardoOil,fmcg-food
Brands,AlpinoIndia,fmcg-food
Brands,trueelements,fmcg-food
Brands,KwalitywallsIn,fmcg-food
Brands,cyberchefindia,fmcg-food
Brands,NutritiousN,fmcg-food
Brands,CadburyFuse,fmcg-food
Brands,FoodPoPorn,fmcg-food
Brands,ModernFoodsIN,fmcg-food
Brands,TobleroneIndia,fmcg-food
Brands,JuztJellyIndia,fmcg-food
Brands,EzzyBioScience,fmcg-food
Brands,GG_Studio,fashion
Brands,shantanunikhil,fashion
Brands,titanwatches,fashion
Brands,Fastrack,fashion
Brands,bebeinghuman,fashion
Brands,Macbethfootwear,fashion
Brands,hmindia,fashion
Brands,TanishqJewelry,fashion
Brands,VeroModaIndia,fashion
Brands,Lee_India,fashion
Brands,allensolly,fashion
Brands,WillsLifestyle,fashion
Brands,azva7vows,fashion
Brands,JackJonesIndia,fashion
Brands,PepeJeansIndia,fashion
Brands,Levis_IN,fashion
Brands,JockeyIndia,fashion
Brands,CollectiveIndia,fashion
Brands,PeterEngland_,fashion
Brands,LPLouisPhilippe,fashion
Brands,Provogue_India,fashion
Brands,maxfashionindia,fashion
Brands,BlackberrysMens,fashion
Brands,SkechersIndia,fashion
Brands,Cloviafashions,fashion
Brands,KalyanJewellers,fashion
Brands,BATA_India,fashion
Brands,AmericanSwan,fashion
Brands,LawmanPg3,fashion
Brands,Wranglerdenims,fashion
Brands,ITCJohnPlayers,fashion
Brands,TheRaymondLtd,fashion
Brands,CasioIndia,fashion
Brands,baggitworld,fashion
Brands,CapreseGirl,fashion
Brands,Killer_jeans,fashion
Brands,VanHeusenInd,fashion
Brands,MuftiJeans,fashion
Brands,falgunipeacock,fashion
Brands,SiyaramsIndia,fashion
Brands,SamsoniteIndia,fashion
Brands,WforWoman,fashion
Brands,ORRAJewellery,fashion
Brands,Pretty_Secrets,fashion
Brands,SplashInd,fashion
Brands,stylebyand,fashion
Brands,OnlyVimal_India,fashion
Brands,HidesignHQ,fashion
Brands,Bungaloweight,fashion
Brands,BibaIndia,fashion
Brands,Spykarlifestyle,fashion
Brands,ActionShoes,fashion
Brands,myglobaldesi,fashion
Brands,parkavenuestyle,fashion
Brands,Manyavar_,fashion
Brands,AJIOLife,fashion
Brands,GRTJewellers,fashion
Brands,freecultr,fashion
Brands,paragonfootwear,fashion
Brands,LIVAFashionIn,fashion
Brands,CarreraIndia,fashion
Brands,bluestone_com,fashion
Brands,DCShoesIndia,fashion
Brands,PNGJewellers,fashion
Brands,NumeroUnoJW,fashion
Brands,ColorPlusIndia,fashion
Brands,SoieWoman,fashion
Brands,jansportindia,fashion
Brands,FlyingMachine80,fashion
Brands,tresmode,fashion
Brands,SinDenim,fashion
Brands,Littlekangaroos,fashion
Brands,GrasimFashion,fashion
Brands,montecarlostyle,fashion
Brands,KiplingIndia,fashion
Brands,india_emporium,fashion
Brands,HushPuppies_In,fashion
Brands,MirrawDesigns,fashion
Brands,Jealous21,fashion
Brands,IndigoNation_IN,fashion
Brands,letsbreakbounce,fashion
Brands,DonebyNone,fashion
Brands,Elitify,fashion
Brands,Bombayshirts,fashion
Brands,1ndianTerrain,fashion
Brands,SSHOMME,fashion
Brands,gini_and_jony,fashion
Brands,LibertyShoesLtd,fashion
Brands,HavaianasIndia,fashion
Brands,ItsFusionBeats,fashion
Brands,Vans_India,fashion
Brands,Minawala,fashion
Brands,WoodsCollection,fashion
Brands,BombayHigh,fashion
Brands,The109F,fashion
Brands,relaxofootwears,fashion
Brands,GemporiaIndia,fashion
Brands,Melorra_com,fashion
Brands,Kanwaroptics,fashion
Brands,FableStreet,fashion
Brands,DickiesIndia,fashion
Brands,SparkyClothings,fashion
Brands,Cherymoyastyle,fashion
Brands,AtelierMoha,fashion
Brands,BioworldIndia,fashion
Brands,TheOfficialSBI,finance
Brands,YESBANK,finance
Brands,HDFCLIFE,finance
Brands,ICICIBank,finance
Brands,ETMarkets,finance
Brands,RBI,finance
Brands,HDFC_Bank,finance
Brands,AxisBank,finance
Brands,ICICIBank_Care,finance
Brands,HDFCBank_Cares,finance
Brands,KotakBankLtd,finance
Brands,Visa_IND,finance
Brands,SBICard_Connect,finance
Brands,IDBI_Bank,finance
Brands,HomeLoansByHDFC,finance
Brands,BSEIndia,finance
Brands,AxisBankSupport,finance
Brands,FreeCharge,finance
Brands,SBILife,finance
Brands,BajajAllianzLIC,finance
Brands,MaxGroup,finance
Brands,ibhomeloans,finance
Brands,Reliance_MF,finance
Brands,PNBMetlife1,finance
Brands,NSEIndia,finance
Brands,BajajAllianz,finance
Brands,IIFLMarkets,finance
Brands,BhartiAXAGI,finance
Brands,RuPay_npci,finance
Brands,bankofbaroda,finance
Brands,MotilalOswalLtd,finance
Brands,kotaksecurities,finance
Brands,ExideLife,finance
Brands,BloombergQuint,finance
Brands,UnionBankTweets,finance
Brands,NPCI_BHIM,finance
Brands,MyIndusIndBank,finance
Brands,AngelBrokingLtd,finance
Brands,pnbindia,finance
Brands,LICIndiaForever,finance
Brands,AvivaIndia,finance
Brands,Sharekhan,finance
Brands,dspbrmf,finance
Brands,MaxLifeIns,finance
Brands,NPCI_NPCI,finance
Brands,Unocoin,finance
Brands,PayUmoney,finance
Brands,VijayaBankIndia,finance
Brands,relnipponlife,finance
Brands,MaxBupa,finance
Brands,AmexIndia,finance
Brands,ICICIPruMF,finance
Brands,abcapital,finance
Brands,KotakMF,finance
Brands,NirmalBang,finance
Brands,THubHyd,finance
Brands,ICICIPruLife,finance
Brands,RelianceCapital,finance
Brands,Bajaj_Finserv,finance
Brands,ICICILombard,finance
Brands,Religare_REL,finance
Brands,tradegovukIND,finance
Brands,Kissht_EMI,finance
Brands,policybazaar,finance
Brands,hdfcmf,finance
Brands,FTIIndia,finance
Brands,RSmartMoney,finance
Brands,TheMuthootGroup,finance
Brands,MotilalOswalAMC,finance
Brands,MyIndianBank,finance
Brands,DBSBankIndia,finance
Brands,IIFLCommodities,finance
Brands,religareonline,finance
Brands,tatacapital,finance
Brands,abchealthin,finance
Brands,FederalBankLtd,finance
Brands,bhartiaxalife,finance
Brands,mastercardindia,finance
Brands,IDBIFed,finance
Brands,apollomunichins,finance
Brands,EbixCash,finance
Brands,Edelweissonline,finance
Brands,DHFL_India,finance
Brands,IIFLCorporate,finance
Brands,HomeCredit_In,finance
Brands,FinpayID,finance
Brands,abchomefinance,finance
Brands,mybajajcapital,finance
Brands,AegonLife,finance
Brands,PayPalIN,finance
Brands,CitrusPay,finance
Brands,Welltrado,finance
Brands,CignaTTKHealth,finance
Brands,abclifein,finance
Brands,LIC_HFL,finance
Brands,Kotak_Life,finance
Brands,MoneyTapApp,finance
Brands,royalsundaram,finance
Brands,ProfSimple,finance
Brands,SodexoIndia,finance
Brands,Rmoneyindia,finance
Brands,ZetaIndia,finance
Brands,Ventureast,finance
Brands,MoneyOnMobile,finance
Brands,MagmaFincorpLtd,finance
Brands,abglp,finance
Brands,abmh_pune,finance
Brands,bsbupdates,finance
Brands,jksaralbima,finance
Brands,Biz2CreditIn,finance
Brands,WorldofMonexo,finance
Brands,TRUSTLINE_SEC,finance
Brands,CholaMS,finance
Brands,BANCON2012,finance
Brands,SamssaraCapTech,finance
Brands,BitGifting,finance
Brands,star_health,finance
Brands,optacredit,finance
Brands,invorout,finance
Brands,Magmafin,finance
Brands,khelo365,gambling
Brands,JeetWinOfficial,gambling
Brands,DeccanRummy,gambling
Brands,CasinoCarnival,gambling
Brands,titaneyeplus,healthcare
Brands,MerckIndia,healthcare
Brands,ManipalHealth,healthcare
Brands,moovindia,healthcare
Brands,KentROSystems,healthcare
Brands,SunPharma_IR,healthcare
Brands,DivineNoniIndia,healthcare
Brands,Superfit_Seacod,healthcare
Brands,NUIPL,healthcare
Brands,GSKCH_INDIA,healthcare
Brands,AlereG1India,healthcare
Brands,BPhytolab,healthcare
Brands,Renalcareindia,healthcare
Brands,3MHealthcare_In,healthcare
Brands,Ophtechnics,healthcare
Brands,HansaplastIndia,healthcare
Brands,Alkem_Lab,healthcare
Brands,swastham,healthcare
Brands,sachisaheli,healthcare
Brands,DSweetandSimple,healthcare
Brands,Otrivin_India,healthcare
Brands,GSKCrocin,healthcare
Brands,GodrejInterio4U,home-living
Brands,CuroCarte,home-living
Brands,BombayDyeing_In,home-living
Brands,Wild_Republic,home-living
Brands,TupperwareIN,home-living
Brands,wonderchef,home-living
Brands,fenestawindows,home-living
Brands,flintobox,home-living
Brands,GroheSD,home-living
Brands,HRJohnsonIndia,home-living
Brands,Pigeon_Kitchen,home-living
Brands,DurianFurniture,home-living
Brands,OrientBellLtd,home-living
Brands,StylamLaminate,home-living
Brands,centuary_india,home-living
Brands,briltweets,home-living
Brands,CartiniIndia,home-living
Brands,aparnavenster,home-living
Brands,themistritales,home-living
Brands,Black_DeckerIN,home-living
Brands,luxelivingindia,home-living
Brands,BergerPaintsInd,household-goods
Brands,Nerolac_Paints,household-goods
Brands,asianpaints,household-goods
Brands,paperoneglobal,household-goods
Brands,CloseUpIndia,household-goods
Brands,HappifYourWorld,household-goods
Brands,DurexIndia,household-goods
Brands,ManforceIndia,household-goods
Brands,DettolIndia,household-goods
Brands,DuluxIndia,household-goods
Brands,classmatebyitc,household-goods
Brands,OralBIndia,household-goods
Brands,AmbiPurIndia,household-goods
Brands,ArielIndia,household-goods
Brands,ParkerPensIndia,household-goods
Brands,MorteinInd,household-goods
Brands,WhisperIndia,household-goods
Brands,SurfexcelIndia,household-goods
Brands,SoftiesWipes,household-goods
Brands,ComfortZoneInd,household-goods
Brands,stayfreeindia,household-goods
Brands,SensodyneIndia,household-goods
Brands,Kokuyo_Camlin,household-goods
Brands,SkoreIndia,household-goods
Brands,asianpaints_pr,household-goods
Brands,pepsodentindia,household-goods
Brands,irisfragrances,household-goods
Brands,ListerineIndia,household-goods
Brands,indiaduracell,household-goods
Brands,ColgatePlaxIn,household-goods
Brands,pampersindia,household-goods
Brands,HuggiesIndia,household-goods
Brands,RoyalCaninIndia,household-goods
Brands,useterminator,household-goods
Brands,Eukanuba_India,household-goods
Brands,treelabindia,household-goods
Brands,IndianOilcl,industrial
Brands,tourismgoi,industrial
Brands,Reliance_Energy,industrial
Brands,DaikinIndia,industrial
Brands,flameoftruth,industrial
Brands,gailindia,industrial
Brands,Shell_India,industrial
Brands,TataPower,industrial
Brands,CESCLimited,industrial
Brands,UltraTechCement,industrial
Brands,GreenplyPlywood,industrial
Brands,JindalPanther,industrial
Brands,CairnOilandGas,industrial
Brands,SiemensIndia,industrial
Brands,SterlitePower,industrial
Brands,TataChemicals,industrial
Brands,SchneiderIndia,industrial
Brands,CenturyPlyIndia,industrial
Brands,ABBIndia,industrial
Brands,Greenlam01,industrial
Brands,KEFInfra,industrial
Brands,HeidelbergIndia,industrial
Brands,LMIndiaNews,industrial
Brands,avaadaenergy,industrial
Brands,SandvikCoro_IN,industrial
Brands,RelianceInd,industrial
Brands,TractoTechnik,industrial
Brands,ONGC_SBA,industrial
Brands,sudhir_powers,industrial
Brands,DNVGL_BA_India,industrial
Brands,gscaltexindia,industrial
Brands,nidomachineries,industrial
Brands,shoppersstop,retail
Brands,Lifestyle_Store,retail
Brands,RelianceDigital,retail
Brands,BigBazaar,retail
Brands,cromaretail,retail
Brands,MarutiCelerio,retail
Brands,fbb_india,retail
Brands,pantaloonsindia,retail
Brands,NaturesBasket,retail
Brands,landmarkstores,retail
Brands,pmcchennai,retail
Brands,RelianceFreshIN,retail
Brands,happlyunmarried,retail
Brands,Chumbak,retail
Brands,UniverCell,retail
Brands,autoportalindia,retail
Brands,reliancetrends,retail
Brands,DelhiDutyFree,retail
Brands,UrbanLadder,retail
Brands,Sephora_India,retail
Brands,WestsideStores,retail
Brands,metroshoes,retail
Brands,Decathlon_India,retail
Brands,planeteves,retail
Brands,IndiaCircus,retail
Brands,VijaySales,retail
Brands,QuikrAds,retail
Brands,gapindia,retail
Brands,BrandFactoryIND,retail
Brands,Fevikwik_tweets,retail
Brands,Oxemberg,retail
Brands,snapdealdiaries,retail
Brands,FoodhallIndia,retail
Brands,MandSIndia,retail
Brands,JaipurRugs,retail
Brands,viveksindia,retail
Brands,SparIndiaHyper,retail
Brands,Spencers_Retail,retail
Brands,teamneulife,retail
Brands,MedPlusIndia,retail
Brands,Visionexpressin,retail
Brands,InLivingIndia,retail
Brands,MomandMeStore,retail
Brands,godutyfree,retail
Brands,williampenn_pen,retail
Brands,BasicsLife,retail
Brands,LawrenceandMayo,retail
Brands,KushalsJewelery,retail
Brands,SAKSHAMHOBBY,retail
Brands,MarksSpencerInd,retail
Brands,PCChandraJwelrs,retail
Brands,reliancemarket,retail
Brands,Frinkytown,retail
Brands,RelianceTimeOut,retail
Brands,FirstCryGangtok,retail
Brands,DecathlonSjp,retail
Brands,ArtisanGilt,retail
Brands,DecathlonCbe,retail
Brands,kurlongroups,retail
Brands,MaxHypermarket,retail
Brands,Kapdaclick,retail
Brands,VirtuousRetail,retail
Brands,UltraChicRugs,retail
Brands,infolokerDelami,retail
Brands,MangoTGC,retail
Brands,StarbucksIndia,retail-food
Brands,dominos_india,retail-food
Brands,PizzaHutIN,retail-food
Brands,KFC_India,retail-food
Brands,CafeCoffeeDay,retail-food
Brands,mcdonaldsindia,retail-food
Brands,NINOTCHKA_JKT,retail-food
Brands,HRCIndia,retail-food
Brands,BaskinRobbinsIn,retail-food
Brands,burgerkingindia,retail-food
Brands,MadOverDonuts,retail-food
Brands,BaristaCoffeeIN,retail-food
Brands,CostaCoffeeInd,retail-food
Brands,Rajdhani_Thali,retail-food
Brands,TheOberoiMumbai,retail-food
Brands,Dunkin_India,retail-food
Brands,tacobellindia,retail-food
Brands,pizzacorner_in,retail-food
Brands,FarziCafe,retail-food
Brands,ExperienceShiro,retail-food
Brands,CPK_India,retail-food
Brands,TheFlourWorks,retail-food
Brands,MasalaLibrary,retail-food
Brands,DonutBaker_IN,retail-food
Brands,SpaghettiK,retail-food
Brands,LPQIN,retail-food
Brands,cafemangii,retail-food
Brands,GoliVadaPav,retail-food
Brands,AsiloMumbai,retail-food
Brands,MRestaurants,retail-food
Brands,TBKIndia,retail-food
Brands,KrispyKremeInd,retail-food
Brands,Made_In_Punjab,retail-food
Brands,Cocoberryfroyo,retail-food
Brands,PinkberryIndia,retail-food
Brands,Plus91India,retail-food
Brands,BrewHouseCafeIN,retail-food
Brands,GingerTigerInd,retail-food
Brands,EATatEAT,retail-food
Brands,BaankeBihari1,retail-food
Brands,RidlrMUM,services
Brands,Uber_India,services
Brands,SCJudgments,services
Brands,TodaysChanakya,services
Brands,Socialmediabdys,services
Brands,yrftalent,services
Brands,ShaadiDotCom,services
Brands,Whistling_Woods,services
Brands,abcabslmf,services
Brands,mapmygenome,services
Brands,tech_mahindra,services
Brands,sheruclassic,services
Brands,OLX_India,services
Brands,AccentureJobsIN,services
Brands,EY_India,services
Brands,KPMGIndia,services
Brands,igoaimalathane,services
Brands,CapgeminiIndia,services
Brands,CarWale,services
Brands,Quikr,services
Brands,bharatmatrimony,services
Brands,tpindiaofficial,services
Brands,JLLIndia,services
Brands,CarDekho,services
Brands,Naukri,services
Brands,Dazeinfo,services
Brands,LakmeSalon,services
Brands,magicbricks,services
Brands,EricssonIndia,services
Brands,PwC_IN,services
Brands,WorldeMart,services
Brands,hdfcsec,services
Brands,Social_Samosa,services
Brands,wildnettech,services
Brands,LexisNexisIndia,services
Brands,Practo,services
Brands,monster_india,services
Brands,MeruCabs,services
Brands,MumMetro,services
Brands,pulpstrategy,services
Brands,Khandelw13Sagar,services
Brands,BigRock,services
Brands,DeloitteIndia,services
Brands,taxiforsure,services
Brands,tata_housing,services
Brands,TataTeleBiz,services
Brands,myawfis,services
